text
Ouvimos ontem todo o partido e decidimos liberar os militantes e líderes tucanos para que decidam de acordo com a s… https://t.co/CE78Dv0qfy
"Percorremos o Brasil inteiro ouvindo e dialogando com a população e as suas mais distintas realidades, portanto, ca… https://t.co/upD3PbHpXh"
Obrigado a todos que acreditaram em nosso projeto e depositaram nas urnas a esperança e a confiança de um país melh… https://t.co/c9VVJ2myne
"Com #Geraldo45, o governo federal vai liderar o combate à criminalidade. Conheça suas principais propostas para seg… https://t.co/4eKZ22uUjM"
"Está chegando a hora! 😁 Vem com a gente mudar o Brasil: #Vote45!

#equipeGA #Geraldo45 #GeraldoPresidente https://t.co/Lmo38u4KJp"
Geraldo Alckmin quer ser presidente para trabalhar pra quem mais precisa. Veja suas propostas!… https://t.co/uu4ruV94c2
"#Geraldo45 tem um recado pra você! 😉

#GeraldoPresidente #AnaAméliaVice #Vote45 https://t.co/sKmEbPCLAg"
"Combate à corrupção, reforma política e reforma de Estado. Transparência, corte de desperdícios e maior eficiência… https://t.co/uGFrjQWv1m"
"Os extremos não ajudam o Brasil a se recuperar e podem gerar ainda mais crise, prejudicando a população que tanto s… https://t.co/bac6yU4EN3"
O Brasil tem pressa e não pode errar. Confira alguns dos muitos motivos pelos quais Alckmin merece o seu voto neste… https://t.co/4Fh6feq7iC
"Não é hora de ódio. O Brasil não quer seguir o caminho dos radicais, dos extremos. Vote com consciência, responsabi… https://t.co/IIhYA4vAod"
Geraldo Alckmin acredita que a educação é o melhor caminho para combater desigualdades. Ele dará prioridade à educa… https://t.co/pomVN2vYsZ
Conheça o plano de governo de Geraldo Alckmin. Ele foi produzido por algumas das pessoas mais preparadas do Brasil… https://t.co/gEueTnS8gG
"Amanhã é o dia da reflexão, da decisão. O grande juiz é o povo. Estamos empatados em 3º lugar e na briga pelo 2º tu… https://t.co/Bha4THJNqM"
"Em Bauru, coração do estado de SP, destaquei nosso investimento em saúde. A cidade ganhou uma faculdade de medicina… https://t.co/gqnXm0afeT"
"Geraldo Alckmin deixou a medicina para se dedicar à vida pública, mas manteve seu compromisso com a saúde. Como gov… https://t.co/x8sqI3u9N0"
Geraldo Alckmin é o homem certo para recuperar a economia brasileira e atrair investimentos para o Brasil. Ele vai… https://t.co/1iYzcFFtlU
Está chegando a hora! Vamos juntos levar Geraldo Alckmin para o 2º turno! Que tal conversar com aquele seu amigo ou… https://t.co/Xx5kaQXSoQ
"Não vamos avançar com radicalismos. É hora de experiência e responsabilidade para recuperar a economia, retomar o c… https://t.co/sBkSeycmmv"
"Nós vamos construir 3 milhões de moradias, gerando 9 milhões de empregos. É casa para quem mais precisa e emprego n… https://t.co/O1pLxY56Q1"
"O PT criou 43 estatais, incluindo a do trem-bala. Não fizeram trem, ferrovia, nada, mas a estatal existe até hoje.… https://t.co/CvpCBuJks5"
Nós vamos resolver a crise e reduzir o Custo Brasil. #Geraldo45 #Vote45 https://t.co/RbwWU9AT0J
Não queremos a tragédia de um 2º turno entre dois radicais. Nós vamos ao segundo turno e vencemos tanto Bolsonaro q… https://t.co/MfI1BPAEY1
Nossa Constituição foi um marco importante na redemocratização. Participei como constituinte e sou contra uma nova… https://t.co/8t0exkrGiK
https://t.co/iNn3lQ9P18
https://t.co/UDcg1QpfZi
"Estamos em frente ao Theatro Municipal! Todos convidados!
#equipeGA #Geraldo45 #GeraldoPresidente https://t.co/70hWOJPD3s"
"RT @Rede45: Compromissado com o setor de infraestrutura, @geraldoalckmin pretende estimular o investimento privado por meio de Parcerias Pú…"
RT @lualckmin_: https://t.co/WnTBfQpDoJ https://t.co/wTRv7EaMjn
"Vamos combater os roubos de carga com tecnologia, inteligência e endurecimento das punições para quem vende produto… https://t.co/z2zyEcmyZj"
"Nós seremos parceiros do empreendedor. Vamos garantir crédito mais fácil e a custo mais baixo, criar programas de c… https://t.co/L6LfnssD75"
RT @ligiagrocha: Uma boa noite a todos. Domingo é #Geraldo45!!!!! #GeraldoPresidente
"RT @EdnaCEZ2018: Parabéns pelo debate e bom combate, #Geraldo45 presidente!! #DebateNaGlobo"
RT @tottustu: @Muttley1915 @Freddie89192318 Quem vai pro segundo turno é Alckmin . O mais preparado . #Geraldo45 será o nosso presidente .
RT @EdnaCEZ2018: @CaptainRacoon @LuOliveira1972 Também assino embaixo! #Geraldo45
"RT @AlckminSou: O Alckmin sem dúvidas, o mais preparado para resolver os problemas do Brasil.

#ElesNão 
#DebateNaGlobo 
#Geraldo45"
"RT @PSDB45PE: Agora é com você eleitor. Vote em quem está #PreparadoParaoBrasil 

#Geraldo45 #DebateNaGlobo https://t.co/oWXwL0P51y"
RT @Rede45: Agradecemos a todos que acompanharam o #DebateNaGlobo junto com a gente. O grande dia está chegando e @geraldoalckmin é o mais…
Muito obrigado a todos que nos acompanharam até tarde. Os próximos dias serão de reflexão e vão decidir o futuro do… https://t.co/mSijjlbLeT
"Percorri o Brasil inteiro e agradeço o carinho que recebi. Agradeço também, em especial, a duas mulheres:… https://t.co/Dnhfkn2mFd"
"RT @PSDB45PE: Nem abismo do PT, que o Brasil já conhece. Nem o abismo do #EleNão , que o Brasil não merece conhecer 
#DebateNaGlobo #Gerald…"
RT @eltonjardel: @geraldoalckmin Geraldo é o único candidato que tem medidas que vão ajudar o Brasil a longo prazo. Investir em educação in…
RT @eltonjardel: @geraldoalckmin Geraldo tem projeto e sabe como fazer. Por isso sou Geraldo. #Geraldo45 #DebateNaGlobo #GeraldoNaGlobo
"RT @Rede45: O Brasil não pode passar pela repetição do erro dos governos de Dilma e Temer: 13 milhões de desempregados, empresas fechadas,…"
"RT @Rede45: ""Assumo o compromisso de aumentar o salário mínimo acima da inflação!"" #DebateNaGlobo #Geraldo45"
"RT @Rede45: ""Saneamento básico é essencial para a saúde da população. Vamos devolver os impostos pagos pela água e esgoto para investir em…"
"Vamos zerar a fila da pré-escola, ampliar as creches e implantar a reforma do ensino médio. Vamos também aumentar a… https://t.co/Yx9oEh7Xo0"
"RT @Rede45: ""Fiz a primeira parceria com o setor privado do país para construir moradias em São Paulo. Vou levar esse tipo de experiência p…"
Vamos levar para o Brasil os bons projetos que deram certo e vão beneficiar a população. #DebateNaGlobo #Geraldo45
"Só há um caminho: a retomada da economia e do emprego. A questão social envolve muitos aspectos, como a habitação.… https://t.co/tAJiPXHX0d"
"RT @CSIGOR: ⁦@geraldoalckmin⁩ reduziu os impostos de remedio, combustivel e de comida em SP e vai fazer pelo Brasil. #Geraldo45 #DebateGlob…"
RT @TardellyLima: Os resultados da redução dos índices de violência no estado de São Paulo são impressionantes. Geraldo Alckmin tem uma exp…
RT @CmteLISBOA: Candidato @geraldoalckmin o mais preparado para governar o Brasil. Dia 7 é #Geraldo45
RT @Rede45: Aproveite o intervalo do #DebateNaGlobo e faça esta pesquisa no Google! #FicaDica #Geraldo45 #ElesNão #BrasilSIM https://t.co/w…
"RT @Rede45: ""Nossas ações em segurança salvaram 10 mil vidas por ano em São Paulo."" #DebateNaGlobo #Geraldo45"
RT @DiegoTormes: #Geraldo45 #DebateNaGlobo Saiu-se muito bem. Falando se reformas e segurança pública. Não há salvador da pátria somente in…
RT @CSIGOR: @geraldoalckmin o mais preparado de longe. #geraldo45 #DebateGlobo
"RT @Welbi: MARINA responde a ALCKMIN que a violência diminuiu em SP, mas aumentou no país. Pois, é ALCKMIN ainda não é presidente para reso…"
RT @adrissampaio: O Brasil precisa voltar crescer!!!! Voto por convicção!!!! #DebateNaGlobo #Geraldo45 #PreparadoParaoBrasil #Emprego #trab…
"Essa história de que prender não resolve não é verdade. Tem que prender, sim! Tirar criminoso da rua! #DebateNaGlobo #Geraldo45"
"Conseguimos em São Paulo um resultado importante. Tínhamos 13 mil assassinatos em 2001, reduzimos até chegar em 3.5… https://t.co/xo5ArIlh3q"
"Quero falar com você que nos acompanha até essa hora nesse importante debate. O Brasil já tem problemas demais, os… https://t.co/7i9OkKFsTa"
"O caminho também não é o radical de direita, que não tem a menor sensibilidade com as mulheres, que não respeita os… https://t.co/jtq5H7Ccrw"
"Já tivemos a experiência do PT e vimos o resultado: 13 milhões de desempregados, criminalidade nas alturas, saúde d… https://t.co/4KQFcmOcuE"
"RT @Rede45: Enquanto o Brasil passou pela mais grave crise econômica das últimas décadas, @geraldoalckmin manteve as contas de São Paulo em…"
"RT @silviotorres: Enquanto o Brasil passou pela mais grave crise econômica das últimas décadas, Alckmin manteve as contas de São Paulo em d…"
