text
"Venho alertando sobre o crescimento do fascismo no Brasil há muito tempo. Enquanto alguns se omitiam, eu já lutava… https://t.co/vceqZRoOMd"
PDT pede anulação da eleição presidencial por abuso de poder econômico  https://t.co/1RGJEzqd3D
Nosso povo merece ser salvo das dívidas de juros abusivos. São 63 milhões de pessoas nessa situação no nosso país. https://t.co/9r9ujTLE21
"Contra o fascismo, EDUCAÇÃO!
Se puder, sacrifique tudo e aposte na educação, pq um povo educado vai se rebelar cont… https://t.co/59m3qhPm2r"
"Bolsonaro é a promessa certa de uma crise. 

#DemocraciaSim https://t.co/OOEdGn3yZx"
https://t.co/a2J3wz3jyU
Vamos virar! #ViraViraCiro #CiroSim #Ciro12 https://t.co/I5mJxkHTQI
O Brasil quer CIRO PRESIDENTE!  #ViraViraCiro #CiroSim #Ciro12 https://t.co/6qB17vORWm
Vamos virar! #ViraViraCiro #CiroSim #Ciro12 https://t.co/TBjiTsyPD3
Neste domingo vote CIRO. #ViraViraCIR0 #Ciro12 https://t.co/cmmat0YESk
"@luscas Luscas, você me apoiar é quase eu ganhar o oscar do Twitter. Comigo a democracia never ends. obrigado pelo apoio. Estamos juntos!"
@hmcpedro 😘 https://t.co/1VCBg04DoX
"BOA VIAGEM/CE CIROU, amanhã é 1⃣2⃣! https://t.co/6s1iCV5Ui0"
"Que recepção, Fortaleza! 😍😍😍 https://t.co/m0H3In6LCe"
"Vamo virar, Ciro!! https://t.co/HyvLEIfYvX"
"Vamos consolidar a democracia no Brasil. Por um futuro livre de violência, preconceito e corrupção! #ciro12… https://t.co/XUptOR8ioI"
Cirão e Giselle da Massa. #CiroSim #Ciro12 #ViraViraCir0 https://t.co/oBgvPIOElQ
"Cid Gomes, candidato ao Senado pelo Ceará. #CiroSim #Ciro12 #ViraViraCir0 https://t.co/ooC763iqGr"
Kátia Abreu fala para os eleitores indecisos do Brasil todo. https://t.co/4jyVqFSMLc
"Maria Izolda, vice-governadora do Ceará. #CiroSim #Ciro12 #ViraViraCir0 https://t.co/JCjiFBAd48"
"O compromisso com o meio ambiente é inegociável para mim. Kátia Abreu, minha vice, sabe disso e vai nos ajudar na m… https://t.co/Ns1fefpouV"
@EKrominski 🤙😘 https://t.co/PrdVWwwMuh
"Carol Bezerra, primeira dama de Fortaleza. #CiroSim #Ciro12 #ViraViraCir0 https://t.co/tlgeYvT02T"
"Roberto Claudio, prefeito de Fortaleza. #CiroSim #Ciro12 #ViraViraCir0 https://t.co/9UaJI7kIub"
"Qual será o maior desafio de Ciro ao assumir à presidência, se o povo brasileiro assim quiser? São muitos. Veja o v… https://t.co/wzm8ZLidV9"
"Chega dessa divisão que está acabando com nosso país. Obrigado pelo apoio. Vamos mudar o Brasil. Beijo, querido! https://t.co/qiobfuKdLe"
"@brunacaram @samiabomfim @lecibrandao @silviaferraro_ @eduardosuplicy @LisetePSOL Obrigado pelo apoio, Bruna! Vamos juntos. Beijo!"
Muita emoção! A maior carreata da história do Ceará! Mais de 4 mil veículos e cerca de 20 mil pessoas nas ruas quer… https://t.co/9Nytxdw3n5
Vote Ciro já no 1º turno. Não é hora de arriscar. Vamos unir o país contra o ódio e o medo. Neste domingo dê uma ch… https://t.co/7mo0ssR1vj
Muita emoção! A maior carreata da história do Ceará! Mais de 4 mil veículos e cerca de 20 mil pessoas nas ruas quer… https://t.co/Gwm2W96lng
@fegrisch @cirosugarpainho Obrigado por todo apoio Fernando! Vamos juntos ajudar a mudar o Brasil! Beijo
Agradeço a todos de coração. Wagner Rolim é de Sobral e estava na frente do comitê querendo que alguém fizesse esse… https://t.co/T394NeNhZF
O nordestino tem essa vontade de ser ouvido e tem sempre uma palavra de esperança. Tem essa coisa maravilhosa de fa… https://t.co/gXn5B1Ri4m
“Você pode decidir por uma estrada iluminada para o Brasil.” @caetanoveloso #ViraViraCiro #CiroSim #Ciro12 https://t.co/aCsfeGS8iJ
"Obrigado pela análise e pelo apoio, Wanderley. Tenho certeza que a nação Brasileira vai escolher olhar para o futur… https://t.co/NVkSICqfFE"
Até a Apple Cirou!!! Lançou o iOS 12!!! #ViraViraCiro #CiroSim #Ciro12 https://t.co/YckMLlslBY
"Começou a carreata da virada em Fortaleza, turma!! É sol na cabeça e coração a mil!! #ViraViraCiro #CiroSim #Ciro12… https://t.co/ErMH0Bkbm1"
Chega de ódio. Tenho a firmeza e a sensibilidade social que o Brasil precisa para atravessar esse momento. Neste do… https://t.co/0aw8ckBqV5
"@MarceloTas Pra mudar o Brasil, Tas! Vamos juntos. Um beijo!"
Ibirité-MG já virou! É Ciro na cabeça e o coração a mil! #ViraViraCiro #CiroSim #Ciro12 https://t.co/cDZQmDn9qu
Arcos da Lapa agora! ❤️#ViraViraCiro #CiroSim #Ciro12 https://t.co/nrWIIJczXN
"Em Uberlândia, uma multidão recebeu Ciro com muito carinho. Ele falou do seu Projeto Nacional de Desenvolvimento e… https://t.co/kB7eq9LXBM"
"Estive no início desta tarde em Ibirité (MG) ao lado de Tibé, presidente nacional do Avante e candidato a deputado… https://t.co/Qe4i4w3YQw"
#CiroSim #Ciro12 #ViraViraCIRO https://t.co/BA1XMrNU5G
#ViraViraCIRO #Ciro12 #CiroSim https://t.co/weW29q7e5m
#CiroSim #Ciro12 #ViraViraCIRO https://t.co/gsgYaDzw3w
#CiroSim #Ciro12 #ViraViraCIRO https://t.co/aJn3fOKRup
#CiroSim #Ciro12 #ViraViraCIRO https://t.co/tVL4tjShgp
#CiroSim #ViraViraCIRO https://t.co/rjyj6GWUP6
