text
"Não vote pelo medo, vote pela esperança. Vote 18 - Marina Silva Presidente. #Vote18 #VoteMarina18 https://t.co/giVNqNqWoS"
"Eu sei que você está indignado, decepcionado e já não acredita na maioria dos políticos. Vote 18 - Marina Silva Pre… https://t.co/qKHfrSSBi8"
"""Marina acredita na força e na beleza que plasmaram a construção desse país"". Jornalista Leonel Kaz tá com Marina.… https://t.co/p2zyqBgg4C"
"Em 32 anos de vida pública, Marina recebeu mais de 50 prêmios internacionais. Vote 18 - Marina Silva Presidente.… https://t.co/DasJtjJNYC"
O Brasil como liderança global de uma nova economia. Vote 18 - Marina Silva Presidente. #Vote18 #VoteMarina18 https://t.co/1UZwlgo6R4
"A hora é agora, rumo ao segundo turno. Vote 18 - Marina Silva Presidente. #Vote18 #VoteMarina18 https://t.co/u2Nj9KvMBk"
"Considerações finais do #DebateNaGlobo

#Vote18 https://t.co/SKjIJ8EY3U"
"Eu agradeço a Deus por não ter caído na tentação de ir pela porta larga do caminho da perdição, do ódio, da mentira… https://t.co/Xm6kjne5NF"
"Eu sou uma pacificadora que muitas vezes é mal compreendida, porque as pessoas entendem quem tem uma postura de amo… https://t.co/oeUoazHGwa"
A população paga muitos impostos e tem péssimos serviços. Eu vou usar o imposto que você paga para ter educação de… https://t.co/EF5ugMyUzc
"RT @veicknayara: Nós votamos em Marina Silva por convicção, porque acreditamos que ela é a mais preparada para governar! Não estamos aqui p…"
"Marina está comprometida com um novo ciclo de prosperidade

✅ Equilíbrio fiscal das contas públicas
✅ Recuperação d… https://t.co/rnhic6NTFz"
"Eu iria fazer essa pergunta ao Bolsonaro, mas ele mais uma vez amarelou....DebateNaGlobo #Vote18 https://t.co/1c1ykYFrh5"
"Haddad, é LAMENTÁVEL que você não reconheça nenhum dos erros #DebateNaGlobo #Vote18 https://t.co/JnEWKL9Adf"
RT @LHeimat: Marina engrenou no debate. MANDANDO MUITO BEM NESSA RETA FINAL. Eu estou fechado e não abro mão. Em 96 as pesquisas davam ela…
"Alckmin, as quadrilhas que só existiam em grandes metrópoles já estão em todo o país. Não vamos permitir que os cri… https://t.co/hGPf2YHQeX"
"Senhores passageiros, eu peço um minuto da atenção de vocês #DebateNaGlobo #Vote18 https://t.co/bStOH4yb1t"
"Nem Bolsonaro, nem Haddad. O Brasil não pode ficar mais 4 anos vivendo uma situação de completa instabilidade… https://t.co/qYMQQc6Z4i"
RT @folha: A candidata Marina Silva arrancou aplausos da plateia após dizer que Jair Bolsonaro (PSL) 'amarelou' ao se ausentar o debate da…
"Haddad, é lamentável que você não reconheça NENHUM DOS ERROS. Você teve agora a oportunidade de olhar para o povo b… https://t.co/oWldo8K1lf"
Bolsonaro mais uma vez amarelou. Ele deu uma entrevista pra Record e não veio aqui debater conosco #DebateNaGlobo #Vote18
Dê um basta nessa ideia de ir pra urna em função do medo ou do ódio #DebateNaGlobo #Vote18 https://t.co/VOYiuoFlqE
"Nós vamos fazer com que o transporte público seja de qualidade, pra que não se tenha que viver como se vive aqui em… https://t.co/H2nHFG83lz"
"Vamos investir em rodovias, hidrovias e ferrovias. Infraestrutura gera emprego, renda e vida digna, mas tem que ser… https://t.co/9fO38hYqGq"
Uma mulher grávida tem que ser protegida e uma pessoa tem que ter pelo menos uma hora para poder se alimentar e se… https://t.co/LyqCth2lEO
"Eu vou corrigir todas essas atrocidades da reforma trabalhista que foram cometidas por vocês, Meirelles. #DebateNaGlobo #Vote18"
Jornaliiiista... #DebateNaGlobo
Confira os 18 motivos para votar 18 no domingo. #DebateNaGlobo https://t.co/zS8z5B10ux
É preciso ter autoridade moral para combater a corrupção sem tréguas. É a corrupção que tira o dinheiro da saúde #DebateNaGlobo #Vote18
"Nós vamos fechar as portas para o futuro se continuarmos fazendo a política do medo. Até dia 7 de outubro, você tem… https://t.co/J09W4LS5C2"
"Eu tenho comigo as melhores pessoas para governar o Brasil. Um dos criadores do Plano Real, do Bolsa Família e do S… https://t.co/2vdU7gFZHX"
"Se permanecer essa guerra dos que votam com medo do Bolsonaro ou medo do Haddad, o Brasil vai ficar 4 anos vivendo… https://t.co/WQLsPptv0X"
"RT @EduardoJorge: ""Eu nunca gostei dessa história de mãe do Brasil, pai do Brasil, mãe dos pobres, pai dos pobres. A gente tem que tratar a…"
Marina já está nos estúdios da @RedeGlobo. Força 💚 #VoteMarina18 https://t.co/rHGqnv6lmJ
Meu governo será pelo desmatamento zero. Vote 18 - Marina Silva Presidente. #Vote18 #VoteMarina18 https://t.co/xo5qiTJfuG
@SergioMarone Obrigada pelo apoio💚
RT @SergioMarone: Eu vou de #Marina18 pq acredito no caminho q ela propõe. Quero chancelar o que ela apresenta e representa. O Ciro não me…
O programa Escola Conectada vai levar banda larga para todas as escolas públicas do Brasil! Não é possível uma incl… https://t.co/o5q9xenfXf
Faremos um governo digital para melhorar o acesso dos cidadãos aos serviços públicos. Com a criação da Plataforma N… https://t.co/kSEToVd3vN
"Marina defende uma reforma política que garanta:
 ✔ Candidaturas independentes para acabar com o monopólio dos part… https://t.co/QyYSfpWDMI"
"Marina propõe o programa Brasil Conectado
✔ Usar a tecnologia para acabar com a burocracia;
✔ Permitir ferramentas… https://t.co/xC11dmjnKs"
"Marina tem o compromisso em garantir Vida Digna para todos. O seu plano vai:
✔ Revolucionar a gestão do SUS junto c… https://t.co/HhetIvNEhG"
"O programa Sol Para Todos irá gerar:
✔ Conta de luz mais barata;
✔ Renda extra para as famílias com a venda do exce… https://t.co/DJFvP17Uty"
É hora de devolver a política ao povo brasileiro. Vote 18 - Marina Silva Presidente. #Vote18 #VoteMarina18 https://t.co/YVA3PJ6trL
"Marina propõe o programa Renda Jovem
✔ Para combater a repetência e a evasão escolar;
✔ Vai depositar um valor em p… https://t.co/9wTcZtUMCW"
"Nós temos um plano e todo brasileiro é parte dele! Conheça algumas das nossas propostas, acompanhe essa thread e dê RT #VoteMarina18"
"A atriz @loloperisse gravou uma mensagem de apoio à Marina. ""Boa sorte hoje no debate, que Deus ponha na tua boa as… https://t.co/XS8l5wj0SZ"
Eu convoco todos os que sabem que o ódio não constrói o futuro. Todos pela união do Brasil. Vote 18 - Marina Silva… https://t.co/EE4fVuWai1
O ator @eribertoleao também apoia Marina Presidente. #Vote18 #VoteMarina18 https://t.co/PWGADXE5HA
PT e Bolsonaro são cabos eleitorais um do outro. Nós temos que combater esse autoritarismo. Vote 18 - Marina Silva… https://t.co/zAj8J6oMVn
"""Eu preciso muito pedir pra senhora a me ajudar a ter orgulho do país que eu vou entregar para o meu filho"" #Vote18… https://t.co/BB0meR5fd5"
"O ator @mateusolano vota Marina Presidente. ""Vamos de 18, vamos de Marina"" #Vote18 #VoteMarina18 https://t.co/n7gPdvLdYA"
"Precisamos recuperar o sentido sagrado da oração de São Francisco de Assis, pois muitos profanaram o 'é dando que s… https://t.co/i54IihbOV6"
"Para a antropóloga Deborah Goldemberg e mãe da Pauline, é um sonho pensar em ter uma presidente que não seja afilha… https://t.co/kkfXepCJmr"
Daqui a três dias vamos votar. Eu convoco todos os que sabem que o ódio não constrói o futuro. Todos pela união do… https://t.co/DrS04q2Owq
"RT @DouglasJAlves2: #ViraMarina18
Vamos com ela Marina Silva 1️⃣8️⃣💚 https://t.co/KuwRmH6RHL"
"Nessa eleição nosso voto não pode ser por medo ou contra um ou outro, devemos votar pela união do Brasil. Estamos j… https://t.co/ZZQYMi8B5Z"
Você sabia que Marina Silva foi a Senadora mais jovem da história do Brasil? As pesquisas davam 4% e no dia da elei… https://t.co/owJeUJkHkB
O cantor e compositor Leonardo Gonçalves (@leonardogoncal7) vota Marina Presidente 💚 #Vote18 https://t.co/YBiUXDg7M1
RT @randolfeap: Meu  Voto no domingo será @MarinaSilva Útil e Necessário para o Brasil reencontrar o seu caminho.
Defendemos a demarcação de terras indígenas e quilombolas. As populações tradicionais devem ser protegidas e respei… https://t.co/iykEbsrRjC
"@EduardoJorge é médico, um dos criadores do SUS e da Lei dos Genéricos. Juntos, nós vamos transformar a saúde do Br… https://t.co/qBgOrvjvIA"
"Você sabia que Marina ajudou a reduzir o desmatamento em 80%, foi premiada pela ONU e eleita uma das 50 pessoas que… https://t.co/CazFEnxYko"
Marina Silva tem ética e competência para governar o Brasil. #ElaSim pode unir o país. Vote 18! https://t.co/nMZsXSom2a
Há quatro anos eu digo que a eleição de 2014 foi fraudada com dinheiro de corrupção. A delação de Palocci detalha c… https://t.co/to77bhqdZn
"Vamos seguir denunciando infrações eleitorais. Desta vez, dois posts foram impulsionados na página do “Armas S.A.”,… https://t.co/XLMPLiAj25"
"Ouça o Batidão da Virada - Vota 18, vota 18, é Marina Presidente #VoteMarina18 https://t.co/QR6jsJH6Zd"
"Vamos fazer muito pelos mais pobres, mas sem roubar #VoteMarina18 https://t.co/HLUIFwj8VW"
"O Bolsonaro fala muito grosso, mas tem momentos que ele amarela #VoteMarina18 #DebateNaRecord https://t.co/y1VS3W06Dm"
"RT @RenatoBazanC: Essa proposta, o ""Renda Jovem"", é uma ideia sensacional da Marina. Uma extensão do Bolsa Família, que entrega R$ 1.200 re…"
Eu sou a melhor pessoa para botar ordem na casa em 4 anos e juntar os melhores pra governar o Brasil… https://t.co/9JyBueBN62
"Para quem está curioso, o broche com o 18 é sustentável: foi feito por um designer de São Paulo que trabalha com re… https://t.co/39Ak0x6eB9"
"Uma casa dividida não tem como se sustentar, nós precisamos estar unidos e eu estou pronta pra fazer isso. Eu tenho… https://t.co/jPq3ELNEiw"
"Eu entrei nessa campanha para oferecer a outra face. Pra face da mentira, a verdade. Pra face do ódio, o amor. Pra… https://t.co/5TYBuri1Ks"
Entenda como Marina vai criar mais de 2 milhões de empregos com investimento em energia renovável e transformar o B… https://t.co/y3XsQN1j9o
"RT @folha: Marina Silva (Rede): ""O projeto autoritário do Bolsonaro foi chocado no ninho da polarização do PT e do PSDB"" https://t.co/tnnLG…"
O PT precisa explicar para o povo brasileiro essa história do 'rouba mas fez' #DebateNaRecord #VoteMarina18
"Os 200 bilhões que foram desviados pela corrupção, poderiam ser investidos investidos em saneamento básico, saúde,… https://t.co/hHlym8PsYc"
"O Bolsa Empresário custou 5% do PIB, enquanto o Bolsa Família custa 0,5% do PIB.  O Bolsa Empresário dos campeões n… https://t.co/BzLSywZ1qK"
Marina Silva é de luta e de paz #DebateNaRecord #VoteMarina18 https://t.co/oHnj4VGUJ2
"Como diz o Papa Francisco, a política é uma das formas de se exercer o amor na vida pública, é um ato de serviço. I… https://t.co/6IXPt75Dp5"
"Nós vamos criar o programa Renda Jovem Estudante, que criará poupanças para apoiar jovens de baixa renda a concluír… https://t.co/At2AEeggkT"
"Eu vou manter o Bolsa Família e preservar os direitos das mulheres, dos índios e dos trabalhadores. E digo mais, vo… https://t.co/vA0K99sOnw"
"A candidatura do Bolsonaro desrespeita os direitos das mulheres, dos índios e dos negros. Eu nunca vi na minha vida… https://t.co/l9ZxtDutV8"
"RT @BlogdoNoblat: ""O Brasil não aguenta mais essa radicalização"". (Marina Silva)"
"Não votem pelo medo, votem pela esperança
#VoteMarina18 #DebateRecord https://t.co/jME7AyLmbQ"
PT e Bolsonaro são cabos eleitorais um do outro #DebateRecord #VoteMarina18
"No Brasil temos que enfrentar dois projetos autoritários, dos que tem saudosismo da ditadura e daqueles que fraudar… https://t.co/Vtka9EksV2"
"O Bolsonaro fala muito grosso, mas tem momentos que ele amarela. Ele está com medo da derrota que o povo brasileiro… https://t.co/PknaYReg9z"
Começou o debate da TV Record 💚 #OVotoNaRecord #VoteMarina18 https://t.co/0Gp1hiEKnz
Acompanhe ao vivo o debate da TV Record #VoteMarina18 #ElaSim https://t.co/HkN4JzxWku
O debate na @recordtvoficial é mais uma oportunidade para a população avaliar a melhor proposta e não aceitar ficar… https://t.co/gssTffOYXD
Cultura nordestina na Avenida Paulista #VoteMarina18 https://t.co/WmybS52rW4
A atriz Maria Fernanda Cândido revela o seu voto pra Presidente. Ela vai de 18 #VoteMarina18 https://t.co/W24XnmpQcr
"No Largo da Batata, contra todas as formas de autoritarismo que tentam calar nossa voz. #Elasim https://t.co/78x995vOjH"
Hoje vamos protestar nas ruas do Brasil contra todas as formas de autoritarismo que tentam calar a nossa voz e toda… https://t.co/4W6p1gxC2J
"RT @amorods: Pessoal, a nossa hashtag de hoje pra dar suporte a Marina é #ElaSim18 pra lembrar que nós temos opção e que a nossa opção repr…"
RT @marinadolacre: Gente hoje é o dia de mulheres pelo Brasil inteiro irem às ruas juntas na sua luta pela democracia! #ElaSim18
"Numa democracia, quem participa do processo eleitoral aceita os seus resultados. Declarações como a de Bolsonaro ao… https://t.co/jT9Lz16Z4R"
O caráter antidemocrático e sem limites dos apoiadores do Bolsonaro tenta confundir os eleitores sobre meu número.… https://t.co/3qwGKZzjH0
Apoiadores do Bolsonaro estão manipulando indevidamente os vídeos da minha campanha com o logo deles no zap. Contra… https://t.co/rwlvr8L3qW
"Hoje recebemos o apoio de @Arthurvneto, prefeito de Manaus. ""Eu vou votar na melhor candidata, uma pessoa digna, li… https://t.co/aRkZV6SoWF"
Pesquisa não decide o voto do cidadão. Os brasileiros terão uma grande surpresa no dia 7 de outubro #ElaSim… https://t.co/Qr3l2stTtW
"Eu nunca gostei dessa história de mãe do Brasil, pai do Brasil, mãe dos pobres, pai dos pobres. A gente tem que tra… https://t.co/e8NgzzsWVH"
@Angel_Caldeira Obrigada!!
@sjolandergirl Gratidão!!💚💚
"@brunotadeu Obrigada, Bruno 💚"
@amanditaacsc Nós somos!💚
@onebahls Obrigada💚 https://t.co/QgVjjs6HgI
"@castilhojac Vamos às ruas! Cada pessoa faz diferença nesse processo, cada coração que a gente muda, o país muda junto 💚
Equipe #Marina18"
"@semfimlucrativo Obrigada!! Dá uma olhada no seu inbox depois :)

Equipe #Marina18"
@vera Vamos!
"Assista ao depoimento emocionante de Moara e Shalon, filhas da Marina Silva #ElaSim #VoteMarina18 https://t.co/a4Y3ZMJmlY"
@SergioMarone 💚💚
"Amanhã estaremos juntas por todo o Brasil fazendo ecoar as vozes das mulheres na política. Aqui no Twitter, qual ha… https://t.co/o2oSf8ZOJO"
"Muito feliz e agradecida pela oportunidade de me encontrar com o prefeito de Manaus, @Arthurvneto, 
que foi meu col… https://t.co/2jxAUDHTdr"
"No Brasil que eu quero para o futuro ninguém passará pela humilhação
de não ter um trabalho para sustentar a sua fa… https://t.co/lxcGOurFVg"
"Vice do Bolsonaro, Mourão atacou a Constituição quando “jabuticabou” a importância do 13º salário e férias. Além de… https://t.co/CombhXZrBY"
@Iberiangoat @LisetePSOL @samiabomfim @silviaferraro_ @DanielCara @transqueerfem Obrigada pelo apoio 💚
"Hoje nós lançamos o programa Renda Jovem Estudante, que criará poupanças para apoiar jovens de baixa renda a conclu… https://t.co/lOgZlpFuoo"
Para o amor vencer #VoteMarina18 https://t.co/u0figrgRPU
"Se a escola for boa para o filho do rico e o filho do pobre, a gente muda a realidade do Brasil #ElaSim… https://t.co/Fh8HcLuw4f"
"Na conexão pra Teresina, um açaí geladíssimo pra chegar com energia no lançamento do programa Renda Jovem Estudante… https://t.co/jmVJRRKwq2"
"Eu e meu vice @EduardoJorge lançamos o programa Vida Digna, para que as mulheres brasileiras tenham dignidade e aut… https://t.co/W7XjjSzSVZ"
"Com o seu voto, eu quero provar que uma mulher negra de origem humilde, pode sim governar o Brasil e fazer para os… https://t.co/FLx46hkVVd"
"Tem gente boa em todos os partidos. O Suplicy é do PT, mas não se corrompeu e com certeza não vai sabotar o meu gov… https://t.co/q7JxNiUoR5"
Quando tem uma briga de família ninguém chama o Meirelles. Chama uma mulher corajosa pra botar ordem na casa e unir… https://t.co/e0LnNpxKkU
"É muito engraçado o Haddad falar do Temer e do impeachment, quando esses dias foi pedir a benção para o Renan Calhe… https://t.co/mXDneBccS0"
Em orações pela plena recuperação do nosso eterno menino maluquinho. https://t.co/5OVnrgiXCB
@Aguinaldinho 💁🏾‍♀✨ https://t.co/3UNIFCI2VD
"Quando tem uma bagunça ou uma briga dentro da família ninguém chama o Meirelles. Chama uma tia, chama a mãe, uma av… https://t.co/VDkRSeC4QM"
Eu quero dizer uma coisa pra cada um que está nos acompanhando. Eu tenho um orgulho de estar aqui representando as… https://t.co/Tb7Rshr4Nj
Meus adversários tem meio bilhão de reais quando soma o fundo partidário e o fundo eleitoral. O dinheiro que está s… https://t.co/AyNVKzchtJ
"40% dos lares brasileiros são liderados por mulheres corajosas, que estão batalhando e defendendo seus filhos e sua… https://t.co/TPwZG5KHs5"
"A minha aliança é com o povo brasileiro. Essa é uma luta de Davi contra Golias, mas o bom é que Davi ganhou do Goli… https://t.co/6mk4ry8RRt"
A maioria dos que estão no palanque do Alckmin estavam no palanque da Dilma em 2014. Estão querendo trocar a popula… https://t.co/et5eA1LMLK
"Se ganhar eu vou governar com os melhores de todos os partidos. Por exemplo, eu to vendo aqui no auditório um homem… https://t.co/0cJtVXW2j8"
Nós temos aqui 7 homens e uma mulher. E eu espero estar no 2º turno se Deus quiser e o povo brasileiro. Com seu vot… https://t.co/WEJr8n2NQf
"É muito engraçado Haddad, você vir falar do Temer e do impeachment, quando você mesmo foi pedir a benção para o Ren… https://t.co/SlSYFx4HnB"
"Vamos lançar o programa Renda Jovem para combater a evasão escolar, criando uma poupança para que os jovens tenham… https://t.co/JiZlM4EUpM"
"Assista ao debate entre os presidenciáveis promovido pelo UOL, Folha e SBT #MarinaNoDebateSBT #VoteMarina18 https://t.co/sGIjqOcBb1"
💚 Começou o #DebateSBT https://t.co/YrowpKYzPq
"Marina Silva já está nos estúdios do @SBTonline. O debate começa daqui a pouco, às 17h45. Acompanhem!… https://t.co/EB4ErK6jpa"
Você pode mudar a história do Brasil com apenas R$18. Faça a sua doação em https://t.co/EdZfINhXlH e #VoteMarina18 https://t.co/POQpexBjao
Por uma educação inclusiva e bilíngue para surdos #VoteMarina18 https://t.co/GderbLg44y
Já somos milhões. Só falta +1. VOCÊ! #VoteMarina18 #ElaSim https://t.co/eKiWWEX62s
"Hoje tem Marina Silva no debate do SBT, Folha de S.Paulo e UOL. Acompanhem a partir das 17h45 #VoteMarina18 #ElaSim https://t.co/08qFjaa7oA"
A REDE foi um dos únicos partidos que não teve nenhum candidato barrado pela Lei da Ficha Limpa. Defendo a ampliaçã… https://t.co/Oeymr8nU29
"#MarinaPropõe Projeto Brasil Conectado 

✅Tecnologias digitais para eliminar filas
✅Emissão de documentos pelo celu… https://t.co/guIQH4Ze4O"
Confira as 18 razões para votar em #Marina18 https://t.co/ikoI4KjjpG
"⚡️ “Marina Silva no Twitter #PergunteAMarina”

https://t.co/tYTne93gf6"
"Os criadores do Bolsa Família, Plano Real e Sistema Único de Saúde estão com Marina #VoteMarina18 https://t.co/m135vJoD8X"
Fim da entrevista no @TwitterBrasil. Obrigada a todos e a todas! https://t.co/aHYwpnmw5p
.@ComboTragedy #PergunteAMarina https://t.co/udvJfT1mvb
.@RuanGuimar #PergunteAMarina https://t.co/tgl5sFGR1r
.@JohnnyHerbertN4 #PergunteAMarina https://t.co/BL1lq6SoVU
.@cris_f_aguiar #PergunteAMarina https://t.co/MvE5w7PBc5
.@LuGallizzi #PergunteAMarina https://t.co/lsM4RdzWQj
.@ComboTragedy #PergunteAMarina https://t.co/wKnFdfDPHj
.@r_nagamine #PergunteAMarina https://t.co/nncqaWeMYH
.@eujumattos #PergunteAMarina https://t.co/Pixvc5emuC
.@96paulo3 #PergunteAMarina https://t.co/scSIWnFbZF
.@GustavoFormigaS #PergunteAMarina https://t.co/vd3ovE9wje
.@_Amandaporfirio #PergunteAMarina https://t.co/otxJYIVYnY
.@ardopenna #PergunteAMarina https://t.co/8iYz62s7pQ
.@Rafael_Correalb #PergunteAMarina https://t.co/qaoBDWIccO
.@cadukarma #PergunteAMarina https://t.co/SN8LF8oWPO
.@LuGallizzi #PergunteAMarina https://t.co/IvED4m0nYi
"Já estou no @TwitterBrasil, onde responderei agora às perguntas que vocês enviaram no #PergunteaMarina. https://t.co/iHgOoA7JAj"
Da força agreste de #Marta veio nosso hexa! Parabéns pelo sexto prêmio de melhor jogadora de futebol do mundo. Come… https://t.co/9msjRA2kbS
"@stranwberryes Obrigada! Nossa campanha está sendo feita com muito pé no chão, para tocar pessoas e corações
Equipe #Marina18"
"E ainda houve boatos que estávamos na pior...

Equipe #Marina18 https://t.co/Xvbet4i9Et"
"Que isso, @laurojardim? Apenas rompemos o contrato com duas pessoas, depois de avaliarmos como não estratégico. Est… https://t.co/gBjQPKl4fI"
"Eu vou manter o Bolsa Família. Não é assistencialismo, é uma necessidade para as famílias que não tem nem o que com… https://t.co/2GRSWUy2JU"
"@Aguinaldinho Olha o inbox se der :) 
Equipe #Marina18"
A Justiça atendeu nosso pedido e concedeu liminar que quebra patente de remédio contra hepatite C. Essa é uma impor… https://t.co/VNKTbq7efP
"Estaremos respondendo amanhã a partir das 11h, mande suas perguntas e nos acompanhe #PergunteAMarina"
@Aguinaldinho 💚
Amanhã estarei na sede do @TwitterBrasil respondendo às perguntas de vocês! Tweet agora pela hashtag… https://t.co/IyqFmzdMyM
Resista como uma araucária #VoteMarina18 #ElaSim https://t.co/rDCLuMty8S
Sua conta de luz vai ficar mais barata. Sabe como? Eu te explico! #VoteMarina18 #ElaSim https://t.co/2tqa3XozBn
