cultura,economia,educacao,meio_ambiente,saude,seguranca,tecnologia
4.486253297230846,5.0,1.9315024683979096,2.295752851215549,1.6639669832580346,4.526530150570652,1.0
4.02419437770741,5.0,4.290668253773522,1.0,2.5795356458225855,2.4283243678171136,2.3740695657387345
2.3261715760725243,5.0,3.0576748786074277,1.0,3.576681340244947,4.630759205585328,1.181151907207453
2.440478997431187,3.7386000631592973,3.271894948902868,1.0,2.122894111296453,4.999999999999999,1.2623838974546855
2.337203083548392,4.592726873111877,5.0,1.394816677113501,1.0,2.9083148946916184,1.0625266417112569
3.8110698733886035,5.000000000000001,3.1583872038138634,1.0,2.080696883391514,4.880758292669592,4.217524036410661
5.0,2.850440265480303,2.275998086260775,1.4776050777749663,1.0,2.3449235892989106,2.1991340017795293
1.2438718551519927,3.5522948990156253,5.0,2.2549237769107835,1.7262356949846707,4.63212790847442,1.0
2.771795656543247,5.0,1.7184132298434007,1.0762362259045823,1.0,2.1222725905253665,4.667628982796422
